Model,Hyperparameter,t0,input,rmse1,rmse7,rmse30
ARIMA,"ARIMA(0, 1, 1)",618,30,0.952236914,1.036907437,1.396623516
ARIMA,"ARIMA(0, 1, 1)",628,30,0.499428604,0.820076242,2.419180045
ARIMA,"ARIMA(0, 1, 1)",629,30,0.726176812,0.992743969,2.737701603
ARIMA,"ARIMA(0, 1, 1)",633,30,0.768121762,0.958610839,2.344240864
ARIMA,"ARIMA(0, 1, 1)",634,30,0.760346132,1.0942562,2.645956523
ARIMA,"ARIMA(0, 1, 1)",642,30,1.095674993,1.614323388,2.66657886
ARIMA,"ARIMA(0, 1, 1)",645,30,0.620790755,1.184490493,2.281712892
ARIMA,"ARIMA(0, 1, 1)",661,30,0.787999162,1.404141876,2.474524912
ARIMA,"ARIMA(0, 1, 1)",665,30,0.802218936,1.18982373,2.158929106
ARIMA,"ARIMA(0, 1, 1)",674,30,0.813521969,1.005473172,1.699362696
ARIMA,"ARIMA(0, 1, 1)",679,30,0.511426222,1.155513155,1.764545824
ARIMA,"ARIMA(0, 1, 1)",689,30,0.648809507,0.787040023,1.170247307
ARIMA,"ARIMA(0, 1, 1)",691,30,0.677864202,0.775850195,1.253823691
ARIMA,"ARIMA(0, 1, 1)",692,30,0.481240745,0.819019767,1.127533062
ARIMA,"ARIMA(0, 1, 1)",696,30,0.710345382,0.772293469,1.316420207
ARIMA,"ARIMA(0, 1, 1)",699,30,0.681543253,0.928775906,1.096282473
ARIMA,"ARIMA(0, 1, 1)",708,30,0.449400305,0.871917095,1.015638923
ARIMA,"ARIMA(0, 1, 1)",711,30,0.883164769,1.04156187,1.217246649
ARIMA,"ARIMA(0, 1, 1)",714,30,0.514415179,0.657979858,1.497005757
ARIMA,"ARIMA(0, 1, 1)",728,30,0.692252389,0.673410584,0.965912226
ARIMA,"ARIMA(0, 1, 1)",732,30,0.465524697,0.83660851,1.305068931
ARIMA,"ARIMA(0, 1, 1)",738,30,0.480512463,0.754595873,0.959520417
ARIMA,"ARIMA(0, 1, 1)",741,30,0.481459045,0.529333283,1.33804351
ARIMA,"ARIMA(0, 1, 1)",744,30,0.305102024,0.546192422,1.344802907
ARIMA,"ARIMA(0, 1, 1)",749,30,0.378275823,0.720387184,1.14332567
ARIMA,"ARIMA(0, 1, 1)",753,30,0.494255854,1.03072407,1.2590094
ARIMA,"ARIMA(0, 1, 1)",754,30,0.693009906,1.00645026,1.27832598
ARIMA,"ARIMA(0, 1, 1)",763,30,0.353114172,0.546249783,0.902367171
ARIMA,"ARIMA(0, 1, 1)",764,30,0.543049223,0.727590966,0.980771746
ARIMA,"ARIMA(0, 1, 1)",778,30,0.634007891,0.805919899,1.024957517
ARIMA,"ARIMA(0, 1, 1)",779,30,0.669130051,0.982515811,1.114801577
ARIMA,"ARIMA(0, 1, 1)",785,30,0.914615032,1.099584314,1.370755361
ARIMA,"ARIMA(0, 1, 1)",798,30,0.576158192,0.897811893,1.169373637
ARIMA,"ARIMA(0, 1, 1)",800,30,0.631605664,1.063032416,1.147907846
ARIMA,"ARIMA(0, 1, 1)",804,30,1.053896198,1.648375901,1.499715253
ARIMA,"ARIMA(0, 1, 1)",812,30,0.41324388,0.538855105,1.017403045
ARIMA,"ARIMA(0, 1, 1)",814,30,0.469367042,0.627451795,1.175761959
ARIMA,"ARIMA(0, 1, 1)",826,30,0.506893796,0.488005284,1.752142429
ARIMA,"ARIMA(0, 1, 1)",838,30,0.843193585,1.511946414,2.664200833
ARIMA,"ARIMA(0, 1, 1)",843,30,1.111743017,1.063150993,1.518248423
ARIMA,"ARIMA(0, 1, 1)",845,30,0.49353597,0.980058074,2.286143591
ARIMA,"ARIMA(0, 1, 1)",852,30,0.440943119,0.977351734,1.588422007
ARIMA,"ARIMA(0, 1, 1)",853,30,0.597513604,1.104265365,1.725093949
ARIMA,"ARIMA(0, 1, 1)",864,30,1.340118823,1.751243537,1.50888092
ARIMA,"ARIMA(0, 1, 1)",866,30,0.823645928,0.967512193,1.407408822
ARIMA,"ARIMA(0, 1, 1)",872,30,0.800106422,1.389657203,1.877225065
ARIMA,"ARIMA(0, 1, 1)",875,30,2.291516417,1.307744008,2.112303229
ARIMA,"ARIMA(0, 1, 1)",879,30,0.55445233,1.037039789,2.833552999
ARIMA,"ARIMA(0, 1, 1)",889,30,0.658197615,0.971540832,2.876371041
ARIMA,"ARIMA(0, 1, 1)",891,30,1.111822305,1.967986967,3.346535021
ARIMA,"ARIMA(0, 1, 1)",893,30,0.36139229,1.698540423,2.551913455
ARIMA,"ARIMA(0, 1, 1)",897,30,1.336239508,1.189391364,2.164085229
ARIMA,"ARIMA(0, 1, 1)",899,30,0.753552585,1.080061939,1.285243096
ARIMA,"ARIMA(0, 1, 1)",904,30,0.786266396,1.085592048,1.913419504
ARIMA,"ARIMA(0, 1, 1)",907,30,1.413579302,1.980903409,2.073879406
ARIMA,"ARIMA(0, 1, 1)",924,30,1.13437422,1.841488231,2.637455765
ARIMA,"ARIMA(0, 1, 1)",925,30,0.440865734,2.232848829,2.331621167
ARIMA,"ARIMA(0, 1, 1)",930,30,1.616312274,2.868788227,4.451783615
ARIMA,"ARIMA(0, 1, 1)",934,30,1.835558379,1.763283161,2.756829835
ARIMA,"ARIMA(0, 1, 1)",937,30,1.721804289,2.740477996,3.493903663
ARIMA,"ARIMA(0, 1, 1)",939,30,1.295999495,3.820368489,4.024811911
ARIMA,"ARIMA(0, 1, 1)",947,30,1.718427456,2.135461571,1.927733081
ARIMA,"ARIMA(0, 1, 1)",948,30,4.449851874,4.943211371,4.492865088
ARIMA,"ARIMA(0, 1, 1)",956,30,0.720070945,0.88712599,1.459693405
ARIMA,"ARIMA(0, 1, 1)",969,30,1.259827393,0.969636384,2.204354166
ARIMA,"ARIMA(0, 1, 1)",972,30,0.618873029,2.090863348,1.950152145
ARIMA,"ARIMA(0, 1, 1)",988,30,0.575610664,1.749676111,2.249787353
ARIMA,"ARIMA(0, 1, 1)",993,30,2.311004434,1.355495813,1.872619914
ARIMA,"ARIMA(0, 1, 1)",1004,30,1.383008415,1.05241059,1.626444681
ARIMA,"ARIMA(0, 1, 1)",1005,30,1.701227476,2.104381095,1.854036711
ARIMA,"ARIMA(0, 1, 1)",1012,30,0.714843242,0.921755607,1.833917033
ARIMA,"ARIMA(0, 1, 1)",1019,30,0.589717659,0.837780837,1.795124953
ARIMA,"ARIMA(0, 1, 1)",1022,30,0.711452944,1.001799504,2.38167842
ARIMA,"ARIMA(0, 1, 1)",1031,30,0.648733659,0.837927866,1.996492355
ARIMA,"ARIMA(0, 1, 1)",1037,30,0.541128641,0.853010811,2.141956117
ARIMA,"ARIMA(0, 1, 1)",1038,30,0.475941811,0.902051312,2.178886952
ARIMA,"ARIMA(0, 1, 1)",1044,30,0.602866786,1.052772664,1.92556244
ARIMA,"ARIMA(0, 1, 1)",1045,30,1.13129932,1.530068749,2.303395544
ARIMA,"ARIMA(0, 1, 1)",1046,30,0.679694505,1.101115934,1.887294171
ARIMA,"ARIMA(0, 1, 1)",1048,30,0.653168851,1.133289424,1.676753032
ARIMA,"ARIMA(0, 1, 1)",1052,30,0.692008642,0.984369156,1.39319141
ARIMA,"ARIMA(0, 1, 1)",1058,30,0.486065597,0.708739687,1.485648472
ARIMA,"ARIMA(0, 1, 1)",1060,30,0.389425764,0.833211871,1.709587159
ARIMA,"ARIMA(0, 1, 1)",1069,30,0.434825181,0.649189502,1.360254719
ARIMA,"ARIMA(0, 1, 1)",1075,30,0.578707841,0.688444498,1.585822848
ARIMA,"ARIMA(0, 1, 1)",1079,30,0.59137674,1.034992974,1.92584903
ARIMA,"ARIMA(1, 0, 0)",31,30,0.515392225,0.897759861,0.943246448
ARIMA,"ARIMA(1, 0, 0)",32,30,0.347622279,0.70980845,0.92188655
ARIMA,"ARIMA(1, 0, 0)",47,30,0.48220518,0.662630051,1.44843932
ARIMA,"ARIMA(1, 0, 0)",49,30,0.29280339,0.428719508,1.540069952
ARIMA,"ARIMA(1, 0, 0)",51,30,0.292433778,0.468330994,1.382476112
ARIMA,"ARIMA(1, 0, 0)",58,30,0.602848667,1.159905482,1.79001934
ARIMA,"ARIMA(1, 0, 0)",59,30,0.315844617,1.02306435,1.671393877
ARIMA,"ARIMA(1, 0, 0)",61,30,0.571680539,0.949388552,1.333814238
ARIMA,"ARIMA(1, 0, 0)",70,30,0.375689512,0.628794511,1.166132322
ARIMA,"ARIMA(1, 0, 0)",76,30,0.389937992,1.079938447,1.259557017
ARIMA,"ARIMA(1, 0, 0)",78,30,0.786078281,1.202615339,1.404511639
ARIMA,"ARIMA(1, 0, 0)",81,30,0.51209698,1.191623393,2.017966887
ARIMA,"ARIMA(1, 0, 0)",86,30,0.699638125,0.97696637,1.541698904
ARIMA,"ARIMA(1, 0, 0)",98,30,0.697902399,1.260950706,1.666007742
ARIMA,"ARIMA(1, 0, 0)",100,30,0.584852992,0.959586213,1.11788748
ARIMA,"ARIMA(1, 0, 0)",102,30,0.499395944,0.761529952,1.23834671
ARIMA,"ARIMA(1, 0, 0)",104,30,0.421402871,0.911253266,1.392845011
ARIMA,"ARIMA(1, 0, 0)",106,30,0.871916408,0.950568507,1.546522065
ARIMA,"ARIMA(1, 0, 0)",120,30,1.008736523,0.951745275,1.891446875
ARIMA,"ARIMA(1, 0, 0)",128,30,0.722566214,0.979046699,2.174110528
ARIMA,"ARIMA(1, 0, 0)",135,30,2.007596415,2.126638399,2.362436285
ARIMA,"ARIMA(1, 0, 0)",137,30,0.850505436,0.825292494,2.206912556
ARIMA,"ARIMA(1, 0, 0)",144,30,2.217399902,1.364549658,2.08364137
ARIMA,"ARIMA(1, 0, 0)",153,30,1.141212403,1.119396392,2.304606281
ARIMA,"ARIMA(1, 0, 0)",155,30,0.482720045,0.834834399,1.362642112
ARIMA,"ARIMA(1, 0, 0)",160,30,0.892570443,1.186873525,2.275806391
ARIMA,"ARIMA(1, 0, 0)",164,30,0.301379129,0.702651875,1.716439755
ARIMA,"ARIMA(1, 0, 0)",168,30,1.274045757,1.305974813,1.803354496
ARIMA,"ARIMA(1, 0, 0)",169,30,0.497701969,1.06149187,1.911717295
ARIMA,"ARIMA(1, 0, 0)",170,30,1.205770617,0.861488776,2.385334389
ARIMA,"ARIMA(1, 0, 0)",179,30,1.602905843,3.02090041,4.43492199
ARIMA,"ARIMA(1, 0, 0)",185,30,1.933848953,1.545086304,3.104109924
ARIMA,"ARIMA(1, 0, 0)",187,30,2.43745387,2.295398853,2.246553626
ARIMA,"ARIMA(1, 0, 0)",194,30,1.456647366,1.411373514,3.034968846
ARIMA,"ARIMA(1, 0, 0)",205,30,1.030661536,1.263346837,2.430317433
ARIMA,"ARIMA(1, 0, 0)",207,30,1.341248559,1.36921432,2.479752508
ARIMA,"ARIMA(1, 0, 0)",215,30,1.445700654,1.691448507,3.609783565
ARIMA,"ARIMA(1, 0, 0)",225,30,0.484776618,1.006848526,3.052464761
ARIMA,"ARIMA(1, 0, 0)",228,30,0.490008634,1.163955487,2.215030077
ARIMA,"ARIMA(1, 0, 0)",230,30,0.484008171,1.228453777,2.664461976
ARIMA,"ARIMA(1, 0, 0)",247,30,1.269639412,1.587918436,1.865867471
ARIMA,"ARIMA(1, 0, 0)",254,30,0.855989919,1.266028935,1.427556237
ARIMA,"ARIMA(1, 0, 0)",258,30,0.971867784,1.134946593,1.504128037
ARIMA,"ARIMA(1, 0, 0)",259,30,0.77502835,1.304188865,1.748957323
ARIMA,"ARIMA(1, 0, 0)",265,30,0.633883798,1.08535129,1.921350642
ARIMA,"ARIMA(1, 0, 0)",276,30,0.599447926,1.709938406,1.69963074
ARIMA,"ARIMA(1, 0, 0)",280,30,1.580101834,1.302805609,1.163682354
ARIMA,"ARIMA(1, 0, 0)",283,30,0.914406118,1.609723176,3.179622275
ARIMA,"ARIMA(1, 0, 0)",284,30,0.76724591,1.348058022,2.82104996
ARIMA,"ARIMA(1, 0, 0)",285,30,0.745955975,1.26364072,2.7336176
ARIMA,"ARIMA(1, 0, 0)",287,30,0.940059471,1.373113611,2.587633747
ARIMA,"ARIMA(1, 0, 0)",291,30,0.730697613,1.070880877,1.825456858
ARIMA,"ARIMA(1, 0, 0)",296,30,0.48791235,0.647411445,1.112417835
ARIMA,"ARIMA(1, 0, 0)",313,30,0.478440137,0.731449731,0.918761425
ARIMA,"ARIMA(1, 0, 0)",319,30,1.041049255,0.864826712,1.593317936
ARIMA,"ARIMA(1, 0, 0)",324,30,0.630506061,0.705503472,1.46890772
ARIMA,"ARIMA(1, 0, 0)",333,30,0.912766846,0.892896003,1.293095001
ARIMA,"ARIMA(1, 0, 0)",339,30,0.651090787,1.083351023,1.212600965
ARIMA,"ARIMA(1, 0, 0)",340,30,0.74247759,1.186943218,1.223330522
ARIMA,"ARIMA(1, 0, 0)",343,30,1.082356749,1.02601415,1.573320046
ARIMA,"ARIMA(1, 0, 0)",344,30,0.677263243,0.7157251,1.972631053
ARIMA,"ARIMA(1, 0, 0)",347,30,0.98624714,0.859988271,2.170400255
ARIMA,"ARIMA(1, 0, 0)",348,30,0.731695832,0.856661374,2.269728428
ARIMA,"ARIMA(1, 0, 0)",349,30,0.493565449,1.021245839,2.377874324
ARIMA,"ARIMA(1, 0, 0)",350,30,0.432813709,1.093697591,2.212276884
ARIMA,"ARIMA(1, 0, 0)",352,30,0.458237373,1.209941774,2.306940295
ARIMA,"ARIMA(1, 0, 0)",355,30,0.961039178,1.072015256,2.033823118
ARIMA,"ARIMA(1, 0, 0)",356,30,0.480650127,0.773518529,1.596417927
ARIMA,"ARIMA(1, 0, 0)",358,30,0.385221133,0.719726757,1.250641972
ARIMA,"ARIMA(1, 0, 0)",360,30,0.44015254,0.917976489,1.384120857
ARIMA,"ARIMA(1, 0, 0)",370,30,0.633976533,0.963459692,1.646785835
ARIMA,"ARIMA(1, 0, 0)",371,30,0.600074606,0.991033534,1.791516691
ARIMA,"ARIMA(1, 0, 0)",386,30,1.21385934,1.339831548,1.879753732
ARIMA,"ARIMA(1, 0, 0)",400,30,0.557430461,0.713418096,1.501029212
ARIMA,"ARIMA(1, 0, 0)",404,30,0.55504149,0.644795522,1.619105791
ARIMA,"ARIMA(1, 0, 0)",407,30,0.460868089,0.564975813,2.184519297
ARIMA,"ARIMA(1, 0, 0)",418,30,0.568962371,1.140885321,1.967421967
ARIMA,"ARIMA(1, 0, 0)",419,30,0.601365355,1.247365714,2.150357123
ARIMA,"ARIMA(1, 0, 0)",423,30,0.934280672,1.044682157,1.971626427
ARIMA,"ARIMA(1, 0, 0)",424,30,0.80098297,1.047497796,2.152983156
ARIMA,"ARIMA(1, 0, 0)",437,30,0.830850413,1.487117315,1.307792593
ARIMA,"ARIMA(1, 0, 0)",439,30,0.833604743,1.120987903,1.802054737
ARIMA,"ARIMA(1, 0, 0)",440,30,0.669869267,1.148542967,1.98099769
ARIMA,"ARIMA(1, 0, 0)",441,30,1.238172993,1.553882066,2.279567892
ARIMA,"ARIMA(1, 0, 0)",442,30,1.392020959,1.779362504,2.612181401
ARIMA,"ARIMA(1, 0, 0)",443,30,0.991706811,2.219255138,3.267780047
ARIMA,"ARIMA(1, 0, 0)",446,30,0.902372757,1.061768321,1.858903294
ARIMA,"ARIMA(1, 0, 0)",449,30,0.798714949,1.063935821,1.566557552
ARIMA,"ARIMA(1, 0, 0)",467,30,0.417018239,1.191742946,1.143422105
ARIMA,"ARIMA(1, 0, 0)",468,30,0.494441556,1.031040485,1.192527774
ARIMA,"ARIMA(1, 0, 0)",471,30,0.691948386,1.176907081,1.441109514
ARIMA,"ARIMA(1, 0, 0)",473,30,1.183881853,1.17799683,2.281973521
ARIMA,"ARIMA(1, 0, 0)",475,30,1.702281992,1.999032032,3.497976771
ARIMA,"ARIMA(1, 0, 0)",477,30,0.555688218,0.846951112,1.139679366
ARIMA,"ARIMA(1, 0, 0)",481,30,0.975199569,0.954224614,1.227884207
ARIMA,"ARIMA(1, 0, 0)",484,30,0.451758256,0.905695762,1.4015017
ARIMA,"ARIMA(1, 0, 0)",493,30,0.540670034,1.156890492,2.154024928
ARIMA,"ARIMA(1, 0, 0)",516,30,1.07887005,1.284276502,3.547737565
ARIMA,"ARIMA(1, 0, 0)",518,30,1.08941473,2.398032211,5.328933599
ARIMA,"ARIMA(1, 0, 0)",520,30,0.935944479,1.742568367,3.679039348
ARIMA,"ARIMA(1, 0, 0)",527,30,0.544515935,0.855442979,1.725028956
ARIMA,"ARIMA(1, 0, 0)",528,30,0.495563152,0.681952903,2.172889162
ARIMA,"ARIMA(1, 0, 0)",529,30,0.576734964,0.883329394,2.165109219
ARIMA,"ARIMA(1, 0, 0)",550,30,1.208784235,1.42589494,4.782044178
ARIMA,"ARIMA(1, 0, 0)",553,30,1.208820139,3.460745729,5.45854818
ARIMA,"ARIMA(1, 0, 0)",554,30,1.061480897,3.451967379,4.673482576
ARIMA,"ARIMA(1, 0, 0)",558,30,2.292783325,2.63680431,2.373026565
ARIMA,"ARIMA(1, 0, 0)",563,30,1.217714258,2.213073556,5.105043533
ARIMA,"ARIMA(1, 0, 0)",575,30,2.092135942,1.888875467,4.811785485
ARIMA,"ARIMA(1, 0, 0)",584,30,0.988654284,1.424863143,6.689514065
ARIMA,"ARIMA(1, 0, 0)",587,30,1.113468212,1.814194329,5.15170428
ARIMA,"ARIMA(1, 0, 0)",595,30,0.936321711,1.226322918,3.147263063
ARIMA,"ARIMA(1, 0, 0)",597,30,1.202196726,1.122173152,2.094868559
ARIMA,"ARIMA(1, 0, 0)",605,30,0.705443059,0.972410586,1.270474933
ARIMA,"ARIMA(1, 0, 0)",635,30,0.749105474,1.123111782,2.037348005
ARIMA,"ARIMA(1, 0, 0)",636,30,0.923948663,1.179411494,1.916645518
ARIMA,"ARIMA(1, 0, 0)",637,30,0.790557911,1.105195897,1.856258572
ARIMA,"ARIMA(1, 0, 0)",642,30,0.959793414,1.246629946,1.53074309
ARIMA,"ARIMA(1, 0, 0)",646,30,1.067429139,1.123148169,1.695098721
ARIMA,"ARIMA(1, 0, 0)",647,30,1.022723489,0.855721806,1.102629787
ARIMA,"ARIMA(1, 0, 0)",655,30,0.35768352,0.702398939,0.890551474
ARIMA,"ARIMA(1, 0, 0)",672,30,0.449003175,0.887749085,1.14054615
ARIMA,"ARIMA(1, 0, 0)",674,30,0.790764562,0.905558186,1.055284192
ARIMA,"ARIMA(1, 0, 0)",676,30,0.7065039,0.751475838,1.14711131
ARIMA,"ARIMA(1, 0, 0)",681,30,0.587322618,1.037969307,1.069028353
ARIMA,"ARIMA(1, 0, 0)",684,30,0.657562867,1.094239624,1.564623705
ARIMA,"ARIMA(1, 0, 0)",690,30,0.529150804,0.861416459,1.929935454
ARIMA,"ARIMA(1, 0, 0)",692,30,0.503650748,1.019162634,2.026265072
ARIMA,"ARIMA(1, 0, 0)",693,30,0.726641159,1.154970384,2.027912019
ARIMA,"ARIMA(1, 0, 0)",699,30,0.666851807,0.821390027,1.066484644
ARIMA,"ARIMA(1, 0, 0)",700,30,1.159059812,0.925961979,1.246315897
ARIMA,"ARIMA(1, 0, 0)",704,30,1.177115858,1.134895678,1.121805424
ARIMA,"ARIMA(1, 0, 0)",710,30,0.828074875,1.346468688,1.499581171
ARIMA,"ARIMA(1, 0, 0)",711,30,0.943990402,1.22446647,1.296653593
ARIMA,"ARIMA(1, 0, 0)",713,30,0.793715134,0.95497376,1.431795632
ARIMA,"ARIMA(1, 0, 0)",716,30,0.45807867,0.644646541,1.376382443
ARIMA,"ARIMA(1, 0, 0)",717,30,0.411872702,0.660851065,1.239377081
ARIMA,"ARIMA(1, 0, 0)",718,30,0.423461973,0.633363807,1.314824605
ARIMA,"ARIMA(1, 0, 0)",723,30,0.680693618,1.280439767,1.700999865
ARIMA,"ARIMA(1, 0, 0)",728,30,0.728175497,0.780695862,0.961445712
ARIMA,"ARIMA(1, 0, 0)",733,30,0.476220317,0.664086656,0.716720587
ARIMA,"ARIMA(1, 0, 0)",736,30,0.686007286,0.504525324,0.721125085
ARIMA,"ARIMA(1, 0, 0)",738,30,0.47332498,0.841510858,0.78997636
ARIMA,"ARIMA(1, 0, 0)",744,30,0.309122872,0.444321469,0.670623679
ARIMA,"ARIMA(1, 0, 0)",755,30,0.714742625,0.717754363,1.029952666
ARIMA,"ARIMA(1, 0, 0)",762,30,0.424942433,0.531438086,1.485083674
ARIMA,"ARIMA(1, 0, 0)",766,30,0.274474098,0.533643728,1.380418695
ARIMA,"ARIMA(1, 0, 0)",772,30,0.515479312,0.863941885,2.113356649
ARIMA,"ARIMA(1, 0, 0)",776,30,0.68028457,0.951427515,1.701363185
ARIMA,"ARIMA(1, 0, 0)",779,30,0.509520572,0.900958484,1.480816217
ARIMA,"ARIMA(1, 0, 0)",787,30,0.414012627,0.779458888,2.02527418
ARIMA,"ARIMA(1, 0, 0)",798,30,0.601386649,1.021715595,1.751916681
ARIMA,"ARIMA(1, 0, 0)",808,30,0.712250109,1.144025788,1.634422237
ARIMA,"ARIMA(1, 0, 0)",809,30,0.633367402,1.011951152,1.546394966
ARIMA,"ARIMA(1, 0, 0)",811,30,0.560410943,0.703022768,1.244836734
ARIMA,"ARIMA(1, 0, 0)",816,30,0.512736879,0.778307824,1.457305167
ARIMA,"ARIMA(1, 0, 0)",818,30,0.749252236,0.664129455,1.249288545
ARIMA,"ARIMA(1, 0, 0)",820,30,0.412609455,0.884031682,2.237683274
ARIMA,"ARIMA(1, 0, 0)",828,30,0.461664693,0.675986429,1.973903475
ARIMA,"ARIMA(1, 0, 0)",835,30,0.565317485,1.432176445,2.442020564
ARIMA,"ARIMA(1, 0, 0)",853,30,0.635172543,1.114415636,2.590239496
ARIMA,"ARIMA(1, 0, 0)",855,30,0.834251871,1.112295378,1.665816723
ARIMA,"ARIMA(1, 0, 0)",861,30,0.699358819,1.145629404,2.005198778
ARIMA,"ARIMA(1, 0, 0)",864,30,1.296761988,2.236650898,4.199516617
ARIMA,"ARIMA(1, 0, 0)",881,30,0.960168298,1.163720239,3.00672057
ARIMA,"ARIMA(1, 0, 0)",891,30,1.071531488,1.846450263,2.908806593
ARIMA,"ARIMA(1, 0, 0)",897,30,1.274573845,1.119884729,1.656086847
ARIMA,"ARIMA(1, 0, 0)",907,30,1.272816502,1.506173893,2.771872598
ARIMA,"ARIMA(1, 0, 0)",908,30,0.796907705,1.196060132,2.748136086
ARIMA,"ARIMA(1, 0, 0)",909,30,0.602154192,1.091170101,3.177289156
ARIMA,"ARIMA(1, 0, 0)",913,30,0.44860734,2.226229896,4.19493567
ARIMA,"ARIMA(1, 0, 0)",919,30,0.505512097,1.243501278,1.816186491
ARIMA,"ARIMA(1, 0, 0)",933,30,2.24682332,3.067903464,2.934551158
ARIMA,"ARIMA(1, 0, 0)",935,30,0.882980438,1.683095634,3.204459224
ARIMA,"ARIMA(1, 0, 0)",946,30,4.600358155,2.835018099,5.512237488
ARIMA,"ARIMA(1, 0, 0)",965,30,0.653146766,1.451680091,4.484396441
ARIMA,"ARIMA(1, 0, 0)",976,30,0.792089569,1.914016765,1.95395378
ARIMA,"ARIMA(1, 0, 0)",981,30,1.32152678,1.38949446,2.387631887
ARIMA,"ARIMA(1, 0, 0)",982,30,1.571040677,0.999071893,2.003214114
ARIMA,"ARIMA(1, 0, 0)",999,30,0.832651817,1.216234139,0.906502841
ARIMA,"ARIMA(1, 0, 0)",1000,30,0.264701996,1.588189035,1.406046074
ARIMA,"ARIMA(1, 0, 0)",1001,30,0.667704717,1.771311734,1.533609421
ARIMA,"ARIMA(1, 0, 0)",1002,30,0.901618274,1.707278584,1.266418195
ARIMA,"ARIMA(1, 0, 0)",1010,30,0.562067375,0.679030343,1.004442105
ARIMA,"ARIMA(1, 0, 0)",1021,30,0.627647569,0.679868301,0.859442742
ARIMA,"ARIMA(1, 0, 0)",1022,30,0.632575655,0.769952017,1.329875193
ARIMA,"ARIMA(1, 0, 0)",1027,30,0.577501963,0.856234656,1.348009794
ARIMA,"ARIMA(1, 0, 0)",1030,30,0.62710177,0.804922358,0.954527974
ARIMA,"ARIMA(1, 0, 0)",1031,30,0.638805526,0.795068798,0.874680408
ARIMA,"ARIMA(1, 0, 0)",1039,30,0.344237872,0.834521501,1.316405552
ARIMA,"ARIMA(1, 0, 0)",1045,30,0.896794864,1.071172104,1.091050552
ARIMA,"ARIMA(1, 0, 0)",1051,30,0.874568606,1.221046937,1.564208154
ARIMA,"ARIMA(1, 0, 0)",1059,30,0.325416533,0.635015617,0.745704676
ARIMA,"ARIMA(1, 0, 0)",1060,30,0.372480633,0.631359132,0.751475135
ARIMA,"ARIMA(1, 0, 0)",1064,30,0.984120248,1.026269457,0.973749498
ARIMA,"ARIMA(1, 0, 0)",1070,30,0.515719721,0.840905942,1.276553194
ARIMA,"ARIMA(1, 0, 0)",1071,30,0.555828631,0.748359888,1.117025587
ARIMA,"ARIMA(1, 0, 0)",1076,30,1.035770629,0.805856683,0.904379179
ARIMA,"ARIMA(1, 0, 0)",1081,30,0.579266156,0.693751381,0.880120099
ARIMA,"ARIMA(1, 0, 0)",1094,30,0.681587855,0.874956782,1.030155152
ARIMA,"ARIMA(1, 0, 1)",30,30,0.793652878,1.14800224,1.272942172
ARIMA,"ARIMA(1, 0, 1)",37,30,0.398453693,0.59437524,1.695898499
ARIMA,"ARIMA(1, 0, 1)",57,30,0.517409234,1.09778571,1.70643628
ARIMA,"ARIMA(1, 0, 1)",58,30,0.555212727,1.184626075,1.985498804
ARIMA,"ARIMA(1, 0, 1)",60,30,0.307937051,0.895156076,1.313799754
ARIMA,"ARIMA(1, 0, 1)",66,30,0.340685633,0.609948877,1.078947301
ARIMA,"ARIMA(1, 0, 1)",74,30,0.721801216,0.931063543,1.681682574
ARIMA,"ARIMA(1, 0, 1)",75,30,0.390317545,1.115222769,1.340074762
ARIMA,"ARIMA(1, 0, 1)",77,30,0.663901603,1.279282878,1.270861857
ARIMA,"ARIMA(1, 0, 1)",84,30,1.217331527,1.386622437,2.547145895
ARIMA,"ARIMA(1, 0, 1)",92,30,1.244075903,1.770370693,2.260977454
ARIMA,"ARIMA(1, 0, 1)",96,30,1.226392697,1.453899235,1.782520258
ARIMA,"ARIMA(1, 0, 1)",99,30,0.610722336,0.880852905,1.292414323
ARIMA,"ARIMA(1, 0, 1)",107,30,0.59476465,1.474295728,2.49489258
ARIMA,"ARIMA(1, 0, 1)",113,30,0.988083296,1.065790344,1.571959095
ARIMA,"ARIMA(1, 0, 1)",123,30,0.905620668,0.912258705,1.44998934
ARIMA,"ARIMA(1, 0, 1)",128,30,0.723009039,0.983009765,2.120889072
ARIMA,"ARIMA(1, 0, 1)",132,30,0.953730849,1.288732583,1.82721152
ARIMA,"ARIMA(1, 0, 1)",134,30,1.202511075,1.987245136,2.344511119
ARIMA,"ARIMA(1, 0, 1)",154,30,1.154181428,0.940566865,2.046048317
ARIMA,"ARIMA(1, 0, 1)",155,30,0.659114869,0.792958767,1.510412566
ARIMA,"ARIMA(1, 0, 1)",166,30,0.665372171,1.402776299,1.897751471
ARIMA,"ARIMA(1, 0, 1)",167,30,1.182940848,1.540954154,1.809794461
ARIMA,"ARIMA(1, 0, 1)",168,30,1.544762491,1.588831817,1.793417518
ARIMA,"ARIMA(1, 0, 1)",172,30,1.41397061,1.921520893,1.824027089
ARIMA,"ARIMA(1, 0, 1)",176,30,0.861628379,1.932404103,2.966925577
ARIMA,"ARIMA(1, 0, 1)",177,30,0.842189858,2.494505065,3.605225099
ARIMA,"ARIMA(1, 0, 1)",183,30,0.963889108,1.829723797,2.745843628
ARIMA,"ARIMA(1, 0, 1)",184,30,3.494162628,2.630308716,4.786173445
ARIMA,"ARIMA(1, 0, 1)",185,30,1.958829618,1.55132005,3.119389637
